targets	p_val_ttest_dmsoA_dmso	p_val_ttest_dmsoB_dmso	p_val_ttest_drug1A_drug	p_val_ttest_drug1B_drug	p_val_wil_dmsoA_dmso	p_val_wil_dmsoB_dmso	p_val_wil_drug1A_drug	p_val_wil_drug1B_drug	fdr_vals_ttest_dmsoA_dmso	fdr_vals_ttest_dmsoB_dmso	fdr_vals_ttest_drug1A_drug	fdr_vals_ttest_drug1B_drug	fdr_vals_wil_dmsoA_dmso	fdr_vals_wil_dmsoB_dmso	fdr_vals_wil_drug1A_drug	fdr_vals_wil_drug1B_drug
CHMP1B_CHMP1A	0.1963831293500498	0.1668026010464466	0.0013243334089273649	0.5750101501549784	0.6925606934771322	0.11858982709912731	0.005940835776919681	0.8060280575157863	0.44358470006699846	0.40048176941221447	0.032804827657083396	0.7543323316599687	0.834122365255896	0.2847261583032661	0.04975640012106816	0.8932545388805309
CHP2_CHP1	0.4505995183892815	0.021325116729041627	0.9706326417617248	0.19734731637849476	0.26974148004807064	0.004418733011727068	0.3194840612481573	0.06838413933095294	0.6727258497051901	0.12844953351411037	0.9953485084472762	0.4244248678306704	0.49174110522037656	0.037002398390885205	0.5521284951100704	0.21088522009245966
CHPF2_CHPF	0.4676710785823712	0.035152012992721984	0.07133818156371459	0.7851364131229659	0.6909461754994914	0.034423160681734816	0.0527492960983778	0.4395941576650053	0.6784524097744259	0.1660851990023103	0.2569172273098812	0.871433734392947	0.834122365255896	0.13742579652010412	0.18918438723364572	0.6368241665189247
CEPT1_CHPT1	0.01103844695215531	0.0017642450786352077	0.400259452714392	0.23320763344658074	0.07712419875828677	2.8783431238313466e-5	0.39412577561647744	0.20030839287992128	0.08994179082947	0.030598966632911923	0.6472013128662853	0.46461095251446455	0.24367461570869747	0.0014392505861901515	0.6160084201592895	0.3997582540820962
CHRM4_CHRM2	0.05894580165232193	0.20057344074037498	0.17107256009664296	0.0021843593987108385	0.05555542539791736	0.16510428290213777	0.034927110021849776	0.0022593501472137497	0.23090487870881973	0.4313592748294901	0.4205363649153753	0.044115493738669874	0.20004485874095906	0.35354971182786255	0.14743821033813634	0.02646912433342241
CHRFAM7A_CHRNA7	0.0752733275217165	0.13317778993232537	0.054056801135702	0.04159100791905039	0.0948294518965098	0.03761229338032868	0.07596269161605175	0.04225657843008101	0.26920669217836113	0.3535389784285957	0.2245101014910204	0.1737015176326762	0.2727092499616609	0.14190718747889577	0.23242357912840153	0.15218278245798406
CHRNA10_CHRNA9	0.8001386527243256	0.08548383153678826	0.23875130425918217	0.27291430408757394	0.8484850007367192	0.19069541145981173	0.4298545896006644	0.40909458302224355	0.9076462690595324	0.2786340078572529	0.5062024124200938	0.5088564069947861	0.9283730630301924	0.3897148289754089	0.6370506867463084	0.6080337958339261
CHRNA5_CHRNB3	0.21546186843385268	0.21898149207899273	0.9114726568393098	0.98133436952825	0.1833799250561708	0.06974648492320423	0.4425073713073337	0.8541082316087782	0.4662305136278745	0.44930465506247513	0.9690471200431617	0.9899847214633669	0.39287285003310085	0.2100552031312876	0.64821114746035	0.9204823590886075
CHRNB2_CHRNB4	0.4371150703297364	0.9414291980985755	0.42120895691033045	3.6235220148544446e-4	0.3792432910334573	0.8637091594378368	0.4305742122307553	4.5377503872454734e-4	0.6621007682935713	0.9808275332912177	0.6628359282262464	0.01763706001414989	0.5918493784310015	0.9216102457304612	0.6372003428127557	0.010869495113634506
CHSY3_CHSY1	0.4156173916311371	0.1299108758571035	0.15402120352616433	0.08244213991652456	0.43832695484194084	0.018577482571735318	0.09369720470000104	0.08041134635201445	0.6476337570046462	0.3522683806327607	0.3977083050630633	0.26089904976484724	0.644966804981713	0.0947267675687494	0.2622768763836963	0.23308516883323008
CIB3_CIB2	0.849505288810518	0.726819396295295	0.5808127892769566	0.1200599636834128	0.8661346775408606	0.23298136968244046	0.8114601113129625	0.07033536702244908	0.9348188541397795	0.864461868572926	0.7820093764121115	0.31386234160892185	0.9380848768318468	0.4371053019543054	0.9016223459032917	0.21307478833271337
CKS2_CKS1B	0.33330463101800656	0.0018715872794887877	0.8378814528737266	0.35639057246914474	0.16649679832272832	2.1108647546083442e-4	1	0.631038117730847	0.5715943084439375	0.030598966632911923	0.9380629309347157	0.5796650973508162	0.3769048401591432	0.005363268953549573	1	0.7810088145616154
CLASP2_CLASP1	0.023192493359329113	0.004659073872845796	0.0035979234817806573	0.7077208951833174	0.012394331127669059	0.001303521235546112	6.954188052149152e-4	0.32528925391427027	0.13787049337896168	0.05273457240693594	0.05217488960235812	0.8302420524360101	0.07690458470782609	0.016995276868512602	0.013980686115013845	0.5376264149249717
CLCA4_CLCA1	0.9793006787649197	0.23111651199771246	0.6918866965423662	0.8926164825550141	0.9167259445985967	0.19306129451457998	0.4255614929451878	0.9626159092738273	0.9889016658116345	0.46313231003432653	0.8433648490398074	0.9439373480817911	0.966473759397219	0.39221525315585287	0.6343391284132321	0.9826505317661469
CLCNKB_CLCNKA	0.47417479730640866	0.045639841394282385	0.0746029051685674	0.09828626227785228	0.3008727676814937	0.027125124108611048	0.011744786441534134	0.0980095638031377	0.681616559276893	0.2008933189577387	0.26126178938894784	0.2877922480092564	0.5224270929971896	0.11939691381140762	0.07705178366102011	0.2608523274347076
CLDN8_CLDN17	5.883938727583144e-5	0.005454973421517047	0.02380839989469655	0.09840625614362522	6.8262440238754646e-6	0.0034353884548974016	0.03013128087935964	0.03557346178769949	0.004328897778150456	0.057593526751880085	0.1404085253389707	0.2877922480092564	5.859192787159773e-4	0.030769131378646297	0.1331219504976192	0.1368410422804387
CD209_CLEC4M	0.16575093452796685	0.0999096667845878	0.07299762068368985	0.13540619815003468	0.29741999278963055	0.09648798555484878	0.03952051169398553	0.16291980130952496	0.39703130828792055	0.30423332470932546	0.2589853436703095	0.3401667904744774	0.5183151548689237	0.2555692423221059	0.1590083087687699	0.3593306110252906
CLEC4C_CLEC6A	0.32982065938643923	0.6501634776393447	0.0034923271081013178	0.021078446066909003	0.19171929051132242	0.4682782745978934	0.012966791234633202	0.039957368191922	0.5703964296059741	0.8186655036290037	0.05217488960235812	0.12433387192315885	0.4030017739319634	0.6598784046946196	0.08295524827125589	0.14690784721592892
CANX_CLGN	0.19042863442466101	0.24059587406113475	0.06960554011338173	0.22006201882563708	0.13532395850276	0.08132811603328734	0.13102489524942357	0.14887602869600725	0.43586998546089073	0.47056934838751086	0.2546884570500021	0.4533277587808124	0.33029307407071756	0.231403203078138	0.32286038781556525	0.33850399460681563
CLTB_CLTA	0.02036161630511704	0.45054631555359115	0.8544539309314522	4.999367274003515e-4	0.054323833206201023	0.43583843077627693	0.9619485094481149	2.988335277490197e-4	0.12985355473601592	0.6542347278815139	0.9473493529164647	0.021279085096066578	0.19771571802963625	0.6296123193542289	0.9893933014854553	0.008794243816614008
CLTCL1_CLTC	0.5025827954529969	0.9074653819797489	0.3115862499519929	0.6366929680908042	0.8312503304887949	0.6862623552952432	0.2837863391967674	0.13578102408158457	0.7004875227558685	0.9626798100629981	0.5726175135477829	0.7858675028050314	0.9192970819788548	0.8181049547702857	0.5192813155582775	0.3178510336455275
CLVS2_CLVS1	0.04882467477463862	0.45795856407981017	0.04616837532700156	0.0195590498590277	0.031011714577791213	0.6299998034973435	0.04181007781504171	0.0066792388112764545	0.21026258656375188	0.661567070129319	0.20149757028310006	0.12040604717497307	0.13768131903071099	0.7780573112736977	0.16436786316600366	0.052516152485608765
CNNM4_CNNM2	0.03728464278427147	0.005622169829568292	0.005071528570215546	0.3274179287603146	0.12293045773531515	0.003996475325180179	0.016052859429384843	0.5691344032356768	0.18029662942628927	0.057593526751880085	0.06218660032526206	0.5639472686005419	0.3091802433315564	0.03401958334657508	0.0944875590400008	0.742035994092085
CNOT6L_CNOT6	0.13010316427242508	0.3804411599782236	0.056694220788864116	0.26581479570072336	0.015298394501828924	0.16853215769468732	0.04815874219689634	0.47172989507074115	0.3616022743532874	0.5892547289888275	0.2279971636997138	0.504834986737404	0.08852441762294265	0.3594405122639823	0.1813225991571793	0.6637729397853325
CNOT8_CNOT7	0.0032303274173949258	0.03302061653456778	0.8621463224781508	0.5874497785864341	5.5906996022247647e-5	0.0060977379613602395	0.5501580413094955	0.376956791132441	0.04075870524840619	0.16037341395676047	0.9497440771684442	0.7577363957301758	0.0020565787822469667	0.04518467697986365	0.7338641106391476	0.5777760340274022
COL4A6_COL4A2	0.7900484071894092	0.007181805680449996	0.02979759275356721	0.4980565355215808	0.9856199020750127	6.241224473662748e-4	0.07320326222440023	0.6316314005143938	0.9031189704970286	0.06786476927397703	0.15820371410399084	0.704667900531907	0.9956920692721384	0.009889940319804048	0.22848290936706736	0.7810088145616154
COPG2_COPG1	0.6345350874996234	0.7216205062212973	0.10306947125247667	0.46533525888141924	0.8318299809750415	0.9329445529461706	0.04140905732117266	0.14143743489006755	0.7902915841893738	0.8622611617261441	0.31595596396884484	0.6779283120903279	0.9192970819788548	0.9609328895345558	0.1640006742545882	0.3288500179159584
COPZ2_COPZ1	0.04563817685159931	0.009510627530072247	0.5645008760232988	0.5969880657945943	0.008489146013838982	5.612745289641952e-4	0.9470290637347712	0.5986145401436387	0.20374685009575713	0.08020446696458731	0.7711351489442941	0.76290038184669	0.06101425984867267	0.009033011950517516	0.9803416438661452	0.7633307956156457
COQ10B_COQ10A	0.08871591160031374	0.010431414548630917	0.49598637682325175	0.34869891335272407	0.06760827793800384	0.0017761217814090834	0.10710917222444866	0.6062180493335905	0.29571970533437913	0.08328958903170422	0.7192215174805989	0.5765006111610045	0.2253609264600128	0.021027648676452366	0.2818132094160068	0.7633307956156457
CORO2B_CORO2A	0.2807284640238303	0.0968827006098987	0.9253076674688778	0.03166309237874262	0.31029553304810953	0.23800347791416807	0.9822373686696337	0.008063112292146957	0.5306784439704052	0.2987700048748373	0.9743277017309098	0.14757006855251084	0.5335632705167827	0.44410069248477013	0.9957721355607507	0.05727590110973356
COX6A2_COX6A1	0.03688379575437279	0.5790868237881961	0.8463704902442265	0.026642666973924603	0.03899965788399135	0.5997262674551462	0.8163969108009826	0.03180241076786107	0.18004886079148805	0.7598209280278241	0.9417996314287361	0.13545600020934795	0.15814821897839013	0.7626148833071613	0.9022412211641762	0.12696311275541436
COX7B2_COX7B	0.28131109748334104	0.04593256505476038	0.008189942540926398	0.08719665534444689	0.3588626380140831	0.12887842860569695	0.006677044633969297	0.10637559056869647	0.5306784439704052	0.20132145534639656	0.08335875794573586	0.26889986528377335	0.5784300920360174	0.30169268514515424	0.05290273825375674	0.2759870485787339
CPEB4_CPEB3	0.7179368786772665	0.31516902682825126	0.3668969400395451	0.2811136845136809	0.791789640977451	0.36133519675840836	0.49811312785977124	0.22075620611567398	0.855873825274982	0.5332982244500989	0.6205317705102322	0.5133813742005165	0.895217706044758	0.5576668897090471	0.6914508378646421	0.4250072753255032
CPLX2_CPLX1	0.050552605476125424	0.6404537137372823	0.7301756020715029	0.6632037196835547	0.027069471675769254	0.9670186632352735	0.7771208119647394	0.586522677761477	0.21427647588645754	0.8094077609195102	0.8714010408236501	0.8005808242833343	0.12502939832305976	0.9793797670917715	0.8812438701560051	0.7568857265398417
CPLX4_CPLX3	0.24462264019933427	0.14109830858092995	0.07960598848081604	0.9466579220506826	0.06554092163470109	0.10684243153426405	0.018751135826526023	0.9518124914377376	0.49404180275551823	0.3615205418864623	0.26789953399720107	0.9760336934056087	0.2213349156844004	0.26972476588306854	0.10165089421748319	0.9826030564015911
CRABP2_CRABP1	5.440448530543767e-4	0.16420865375095614	0.1252160739449402	0.9783572979203544	0.003536099218828454	0.1881746758241134	0.06755323442191588	0.4131044695833339	0.017734488588831098	0.39796450203172895	0.35288157781984614	0.9883353597599452	0.03223170084418856	0.3884166655287311	0.2167595995469575	0.6123354741003793
CRISP3_CRISP2	0.8956909019562044	0.4253437685278183	0.3420817074161989	0.010825612396199962	0.786892137373623	0.36806620667608614	0.1868560814623262	0.0037614965402270307	0.952981191037075	0.6340145898460967	0.5992247595896002	0.08564756191387259	0.8926199355669953	0.5641490965422153	0.406895906778427	0.03655039090975322
CRKL_CRK	0.004221557561965053	0.08039551067693282	0.28351575581598837	0.53913207740016	8.981071798771389e-4	0.05837462776086094	0.3144505306790656	0.7265405823075415	0.0472630900959131	0.2700496428541632	0.5455027478726063	0.7355046883737283	0.01201313389683105	0.1884823404190808	0.5492908141714343	0.8465813457058567
APCS_CRP	0.38032779267136474	0.03152098901892936	0.16551827506200084	0.6946032353200025	0.3496121487166355	0.010234288726426845	0.16009135804225125	0.5124100561216507	0.6173352226317654	0.15684356854829584	0.4117966746711615	0.8205988704956244	0.5706822712807204	0.06128672900127704	0.37478917937270995	0.6998968188542497
CRY2_CRY1	0.06207322827408055	0.6527372563940714	0.47703283170921795	0.051362968380967065	0.057590670089784406	0.9518124914377376	0.73361474102061	0.020414772156842696	0.2394585210573145	0.8196018831246468	0.70393096942764255	0.20426199780847906	0.2010792887880608	0.9713727806681675	0.8574544306604072	0.09926837888570426
CRYBB3_CRYBB2	0.3022202459503469	0.39650065470315154	3.5454343868141083e-4	0.0031455963365935734	0.5762651097204102	0.8147087475952313	5.164583124273455e-4	0.0014185748925861718	0.5423115911652566	0.6102917851833068	0.013042133637209042	0.05399940377818968	0.7562069176153635	0.9003755472350732	0.013695869756789627	0.020293501935607736
CARHSP1_CSDC2	0.024143507998661926	0.10761859411275404	0.9424540675367804	0.21743883526712138	0.026632803283942883	0.43583843077627693	0.5691375124521956	0.022959483115873758	0.14097834221613612	0.32001988069285753	0.9815244586075671	0.4529557935776648	0.12356660983090617	0.6296123193542289	0.7439233982560425	0.10463835225376092
CSGALNACT2_CSGALNACT1	0.05492291105730814	0.6491324310471127	0.001110011456385742	0.7567494702286348	0.05648228134145465	0.4425073713073337	0.02122836622814159	0.764745970970447	0.22628239355610955	0.8183676915281838	0.030900318921008495	0.8593737093004343	0.20021161798017	0.6374581712539213	0.10659016429461635	0.8713888443893147
CSTB_CSTA	0.007937884251681914	0.2938834332060991	0.35225779379688826	0.6317440023461709	0.016779036716880222	0.4161063045986678	0.09170373828195019	0.6565702602915351	0.07338253993857667	0.5147958098678267	0.6087676637765015	0.7843414088130367	0.09495828471641006	0.6096578858273511	0.2609769263003052	0.7974851038918409
CSTF2T_CSTF2	1.3206215116434077e-4	0.19462991774986504	0.8803291086853338	0.1417653038375213	3.863144081885011e-6	0.06541704782916899	0.9913699114836299	0.1673107399252682	0.006477334080917667	0.4313592748294901	0.9565519073612055	0.35015260446603963	3.9790384043415615e-4	0.20456711904164276	0.9971804604917887	0.3666597066447367
CTPS2_CTPS1	0.12519713164377438	0.818981067125559	0.07793536481350927	0.16724241840715212	0.43471554681996694	0.7455770872133411	0.09803995818358827	0.1573390350758464	0.3561821447916752	0.9175500366242685	0.26668912211931745	0.38924520733847995	0.6424060447985164	0.8551719374496007	0.26928308514425575	0.3515384080870321
CTXN3_CTXN2	0.2997898871411634	0.2403553674744041	0.902840267967369	0.27049118230569374	0.3180861047372241	0.15191797661364664	0.6513361674694547	0.23225304916500067	0.5421191603185117	0.47056934838751086	0.9646529834091183	0.5077404003081353	0.5412431411042283	0.33796007756383595	0.8073119765265202	0.4381330414651111
CUL4B_CUL4A	0.06759968865971677	0.5323795374452358	0.13653347949972675	0.13246919071402047	0.04331706436157217	0.8735097875040925	0.09181360526637669	0.10510475027246212	0.25227420043300103	0.718677488294355	0.3723589663945952	0.3352414408733196	0.16964477677725984	0.9265860773730332	0.2609769263003052	0.27431944420862364
CXCL6_CXCL5	0.23045246463679572	0.37978904457037654	0.5498549433501638	0.019791453262778876	0.1783717710496846	0.3499382589261883	0.8640022187363408	0.062248105908460825	0.4834338871199585	0.5891305962462167	0.7581667893583249	0.12040604717497307	0.3876011058674581	0.5444658711389334	0.9314258207049505	0.19840417691519133
CXCR2_CXCR1	0.024226375312869995	0.2781540423537046	0.024875021015081145	0.642738407532603	0.010456391725102886	0.08078777211015839	0.08882936081988413	0.3383897007195878	0.14097834221613612	0.5008717895529995	0.1431355957851038	0.7862476956752745	0.06903899664651264	0.23050250768272337	0.2548586118230659	0.5445959245955866
CXorf40B_CXorf40A	0.8519600416216591	0.32284197886752963	0.46869966353274894	0.996052687694637	0.9845704590339517	0.19241550742352093	0.1649667736119437	0.9969139071417238	0.9355211544459583	0.5389786537270884	0.6976592081156691	0.9989622865876105	0.9956920692721384	0.3916758352692224	0.38129464437040783	0.9984316269743343
CYFIP2_CYFIP1	0.8943084934548464	0.017053599076645946	0.035137609592608324	0.9027333213453126	0.4298545896006644	9.978301596837165e-4	0.0528981587604757	0.5141044940412391	0.9525726455620391	0.11539385104265555	0.1660171462403054	0.9507314120507894	0.6403803058799244	0.013703534192989706	0.18918438723364572	0.6998968188542497
CYP11B2_CYP11B1	0.235810553107515	0.07557700378805733	0.9343460666805647	0.10802667853748128	0.10142019466382318	0.0636980041684913	0.9619482034075789	0.1784985771792443	0.4887019511081297	0.2612225298714733	0.9770319275949053	0.2983042329587285	0.2793123008121334	0.20063897337475856	0.9893933014854553	0.37886076898277604
CYP26C1_CYP26B1	0.23811890233298283	0.1892295016508785	0.9448475913242542	0.8332422227336661	0.24215804770488053	0.30640392203045996	0.810489594457197	0.566935559889919	0.4899878780094633	0.42555979628909363	0.9826163893192504	0.9037231387868353	0.4591463844054264	0.5001522023635083	0.9015165035539017	0.7401059907308194
CYP4Z1_CYP4X1	0.7013417491738473	0.2649667425763781	0.46098085002541445	0.3732690198598333	0.3342369265677237	0.22781096450055482	0.5775742973059717	0.46342045557666295	0.8448912299989038	0.4917400808174224	0.6931536868995283	0.5923992148777015	0.5595289271915203	0.43292489563758574	0.7508090864065177	0.6565654322475417
DAAM2_DAAM1	0.011246628389064182	0.003679578811768792	0.7915956417112603	0.07819154854398531	0.001730957551052564	4.098747811388408e-4	0.5351153827412893	0.12763223243542948	0.09050021281825084	0.04566224308580549	0.9049317546754697	0.2532619339632229	0.019407910310263673	0.007817981936537148	0.7214296190569972	0.3043083319641027
DDI2_DDI1	0.6487349225527788	0.1597258594189782	0.9837475375726005	0.1374175067986307	0.09622467797275344	0.14432249790381993	0.8861909164980866	0.06838413933095294	0.8028307601328174	0.39170865524177995	0.9956287185423716	0.3427119418948901	0.27427304332336505	0.32670807217787806	0.9449033581708376	0.21088522009245966
DDR2_DDR1	0.02117999727733075	5.035257911048591e-5	0.16941159901839906	0.022484504392460847	0.010649374119548034	1.3565318081613e-6	0.12763529798008585	0.02183697635410392	0.12985355473601592	0.004321929706983374	0.41845071220371954	0.12769186936167073	0.06986532065690748	3.1744827726431563e-4	0.31602008874877024	0.10223675293057745
DDTL_DDT	0.22785045402187756	0.027102600244416155	0.020811182671611445	0.07192976444002117	0.16072667671491486	0.057590670089784406	0.01662173102553839	0.08764254717466985	0.4799304041769609	0.14315732436794174	0.13333214052998685	0.24356814195498053	0.3678855044808051	0.18653581821533943	0.09672532743674883	0.24463908831953912
DDX39B_DDX39A	0.3823287456105292	0.4194162363817826	0.17856472796168896	0.3396823585265254	0.7192925018791778	0.3072718495254427	0.0527492960983778	0.11987483743918174	0.6177434075299097	0.6290568280569776	0.427724813489627	0.5707879269077714	0.8525561299603602	0.5007753243848195	0.18918438723364572	0.2928522835907286
DDX3Y_DDX3X	0.019445942860526495	0.2882710471624665	0.2681188691076508	0.6101483538102298	0.0020709699137394636	0.11687927850261273	0.41427092198342336	0.7006503434459216	0.12597057324743577	0.5101704099267018	0.5300622556254901	0.7727214194125561	0.021990711455171622	0.28259543863307773	0.6302792461490784	0.8276030432904808
DDX17_DDX5	0.06957843595558769	0.7682724069383979	0.3647267394810322	0.019872842737616914	0.0301243334817793	0.6462966086056695	0.49453427747781564	0.01249849664494382	0.25594924655091184	0.8890980460764687	0.6178758908971433	0.12040604717497307	0.1354937270141165	0.7915404362233526	0.6890060138739034	0.07517850443332873
DDX21_DDX50	0.9650540497462252	0.2877437763534468	0.37768466576100435	0.0020087969384102945	0.7945686527826157	0.10819473931592621	0.06595905241665594	0.007723720651558685	0.9884317023003986	0.5101704099267018	0.6285662916864796	0.041696252550024016	0.8963917988675729	0.2710424088215879	0.21499311388973297	0.056559263037189514
DDX43_DDX53	0.024522508785119166	0.49717741744561794	0.261747109021228	0.46248823297383523	0.019991831317535444	0.4080535591419264	0.20751807942360714	0.5598842701060072	0.1416429134135629	0.6927330666735162	0.522226018795218	0.6747349574547455	0.10656838682358898	0.6030059769242241	0.4318052965784149	0.7368633822362288
DDX60L_DDX60	0.10782634633269178	0.335501152199395	0.7720696211659757	0.3043017394428162	0.2118004733934393	0.536684657425177	0.44959477792924657	0.4191268559758624	0.3335169270951127	0.5493898040785006	0.8974597477646885	0.5403979165967253	0.42399807688768076	0.7199972493106672	0.6549966354556208	0.6166512214003372
DEFB131B_DEFB131A	0.24405095070158292	0.3024981431287257	0.09717108809711054	0.5228144118911161	0.2560957517455728	0.4643668968070922	0.04385509837479139	0.27934058989799937	0.4938555583941659	0.5245338172097432	0.3023752892447851	0.7241953764019468	0.4754095808033797	0.6561013768330658	0.16998404446906654	0.49058957420946464
DEGS2_DEGS1	0.7954700792796003	0.4874015547069327	0.8053928697284629	0.001530301991218311	0.06904328379409667	0.4103709783509115	0.671652223992454	2.665845150312252e-5	0.9043423638609143	0.6911873882875754	0.91360644914131806	0.03963219058235372	0.22576057875530023	0.6055617588845829	0.8196703681424498	0.0015254558360120107
DENND5B_DENND5A	0.4550574371016576	0.7691129699554695	0.21887664344430544	0.07283396866226602	0.43210127435587137	0.5648292456348827	0.11687612813128218	0.017810936260709405	0.6728393150044643	0.8890980460764687	0.4837831389434219	0.24356814195498053	0.6403803058799244	0.7382920342689457	0.2965084038798538	0.09218725803281753
DENND6B_DENND6A	0.015079390732180186	0.030136477981437274	0.5462711453428544	0.6965128724499898	0.010999784286182054	0.024600807384151165	0.42274652119549033	0.31808876059279423	0.10903823956131921	0.15598277548181103	0.7562624727192743	0.8217734921231267	0.07125646424382086	0.11349664407688878	0.6310564012048624	0.5310071692229791
DERL3_DERL2	6.233005159748816e-4	0.24147866597938672	0.15675131217288257	0.10741547149011092	9.518044968753239e-5	0.23800347791416807	0.22803489088191597	0.7192925018791778	0.01888233916041553	0.47056934838751086	0.39898021343167134	0.2982154599321139	0.0027201459479283415	0.44410069248477013	0.45606978176383195	0.8418991783358558
DGKH_DGKD	0.6302815286310695	0.012186267528643983	0.743182218126911	0.08950365464550016	0.9265100947557585	0.001847078534947542	0.5062172439622736	0.10823254467491904	0.7868969387757595	0.09297670781113558	0.8808719041089969	0.2749709121919081	0.9688379671050064	0.021376302146022114	0.6979970030537375	0.27869880253791657
DGKZ_DGKI	0.001182795003694835	0.08450259371250264	0.030364794903902155	0.5482885408422569	9.029832157008479e-5	0.11836803562008691	0.059284372929657415	0.5519993933280128	0.0243655770761136	0.2766030088768146	0.15820635404125452	0.7447006108515559	0.0027201459479283415	0.2847261583032661	0.20113334155242132	0.7326796071235222
DHFR2_DHFR	0.0027757635946056547	0.605404716528143	0.33324824086524163	0.07466850249435229	4.826663338108779e-4	0.6563566330257649	0.5163034726561172	0.08569372469156532	0.0357379562805478	0.783084797096056	0.5907843168523216	0.24783829261264098	0.007450969712285622	0.7993226766577264	0.706152518620865	0.2401305788929751
DHRS4L2_DHRS4	0.1430410505371573	0.9726235521828988	0.8326045374967672	0.2577073290378309	0.14225965312303315	0.8767934141032073	0.5519081401623596	0.2056844556690241	0.3785658989720795	0.9900780139808512	0.9352046604380264	0.49800853453839744	0.33724665035689094	0.9272045344212562	0.7338641106391476	0.4066314574646734
DIRAS2_DIRAS1	0.07643998340201719	0.3397449068384579	0.26191373020290887	0.026801284299449276	0.03231242712406123	0.4471610792701467	0.26425934888664315	0.01577615449986072	0.2705607659933942	0.5519515048006493	0.522226018795218	0.13545600020934795	0.13983949553690364	0.6414706290365615	0.49331379986638485	0.0868953964430831
DLX6_DLX1	0.09897122971584468	0.23866162632675358	0.9878302905853761	3.7671390321485196e-4	0.061788990077134336	0.5244709599117647	0.7996844508069199	1.9037785796862435e-4	0.3184386583428262	0.4700219409494382	0.9965379033329456	0.01763706001414989	0.21214219926482789	0.7107961693541023	0.8952988960120951	0.006109543813811458
DMXL2_DMXL1	0.8244180647834034	0.7348384940208712	0.19303798182565507	4.159954178539974e-4	0.5865256903843312	0.6401107775697623	0.21836740097569501	1.235620651744831e-4	0.9209876428708302	0.8699812055649395	0.44680701411331397	0.01862936001693988	0.7608582633449132	0.788653230737865	0.44558057321039746	0.004242297570990586
DNAH17_DNAH11	0.0020173796202864404	0.3184826881018813	0.3580815056206238	0.09137637523138284	2.1644724848929488e-4	0.10142294492002954	0.6041561581789212	0.06554092163470109	0.028773933591545744	0.5342624898126022	0.6128829423724598	0.27928090946090306	0.004557619029503967	0.2624764654965589	0.770377169529186	0.20333478699922325
DNAH7_DNAH3	0.983637578831927	0.007744398006622309	0.040601717402897725	0.5205089373365785	0.7528554120888864	0.004690898464888606	0.03665059396138967	0.6130597067562393	0.9899129686613826	0.07059053050284052	0.183480548714609	0.723514447309954	0.8773210839849533	0.038653003350682114	0.15193746732468733	0.7676354832786425
DNAJC5B_DNAJC5	0.9030318130064279	0.37697001969920496	0.6795612336370331	0.8426920062171905	0.40492111933812136	0.8881752850650121	0.4213849825874785	0.8035327219245396	0.9542080581393042	0.5883016974093653	0.8402737942930902	0.9098247027292519	0.6161976428357647	0.9373161307550845	0.6310564012048624	0.8932545388805309
DNASE1L2_DNASE1	0.006296058639786897	0.023972078947979068	7.261520938587624e-5	0.13870192036023768	0.0030653095705439667	0.028885019914351967	2.726634086046645e-5	0.3194840612481573	0.06192175225457694	0.13136072489150769	0.00439962739220309	0.34424813968926465	0.02950718558561015	0.12345050004889015	0.002156544175756674	0.5324734354135956
DOC2B_DOC2A	5.509744027598011e-4	0.8879568080853137	0.0028841937400066364	0.05185087639799514	3.2571873498365045e-4	0.6214114758718741	4.7761956907553104e-4	0.0281425537243104	0.017734488588831098	0.9507229857878098	0.048841627408756326	0.2045869271917005	0.006007046655799321	0.7737697397655205	0.013695869756789627	0.11831359320832535
DOCK4_DOCK3	1.0229118876108183e-5	0.08049052461769719	0.05437561785117562	0.1485027031663402	7.303620116916012e-5	0.010845517368726802	0.03899965788399135	0.08530730161770053	0.0016715944399573798	0.2700496428541632	0.22492725456510396	0.35905583159936716	0.002507576240141164	0.06275776904375621	0.15814821897839013	0.2401305788929751
DPP9_DPP8	0.9663599264237877	0.2512810040105028	0.10153393292413498	0.0692863199961863	0.9265100947557585	0.23548294896593722	0.048252884839272175	0.022959483115873758	0.9884317023003986	0.4819301320198025	0.3121789579458479	0.23788303198690627	0.9688379671050064	0.44099534079075514	0.1813225991571793	0.10463835225376092
DPY19L2_DPY19L1	0.07446747100559507	0.1283115612073289	0.768582000219065	0.5653654798089538	0.18346780666594323	0.07917145920661091	0.899600294129284	0.5519879024774956	0.2691280531079401	0.35055943778129645	0.8961303844466169	0.7506778240717605	0.39287285003310085	0.22835915229116888	0.9523004141348022	0.7326796071235222
DRD5_DRD1	0.7416872590650886	0.5994180075266877	0.6576291339944462	0.6019050448947977	0.7384097864036709	0.5821556204316254	0.535118668892763	0.8962472719916184	0.8696067620974248	0.7775825538444437	0.8321351449806874	0.7653854274588169	0.8682215525065994	0.7532918204077566	0.7214296190569972	0.9440248293622517
DSCAML1_DSCAM	0.3467611025963172	0.06384385208782341	0.31192676785301293	0.05379159834493761	0.12019409746505567	0.037492647910704405	0.3888480274183204	0.0881218358454243	0.5856305205029622	0.24087607197970004	0.5726175135477829	0.208290775546187	0.30649007663824257	0.14190718747889577	0.6145172567332705	0.2453121376237487
