targets	p_val_ttest_dmsoA_dmso	p_val_ttest_dmsoB_dmso	p_val_ttest_drug1A_drug	p_val_ttest_drug1B_drug	p_val_wil_dmsoA_dmso	p_val_wil_dmsoB_dmso	p_val_wil_drug1A_drug	p_val_wil_drug1B_drug	fdr_vals_ttest_dmsoA_dmso	fdr_vals_ttest_dmsoB_dmso	fdr_vals_ttest_drug1A_drug	fdr_vals_ttest_drug1B_drug	fdr_vals_wil_dmsoA_dmso	fdr_vals_wil_dmsoB_dmso	fdr_vals_wil_drug1A_drug	fdr_vals_wil_drug1B_drug
ACSL3_ACSL4	1.2311931412336635e-4	0.0018532217823608017	0.3363431377863222	0.13733756582285803	2.2381772610489015e-5	0.0024886101309841814	0.35138445152901415	0.09246766356323667	0.006340644677353367	0.030598966632911923	0.592193900717798	0.3427119418948901	0.0012133276730949309	0.024886101309841813	0.5865899271878194	0.25063603544772045
ACTA2_ACTG2	0.7424387718854645	0.3572753410282513	0.9859624203040961	0.05472919761976295	0.5477548045410416	0.28093847626814744	0.9619485094481149	0.012533794268304161	0.8696067620974248	0.5688179499523083	0.9956287185423716	0.21068716751185534	0.7346190737985324	0.47701357473251216	0.9893933014854553	0.07517850443332873
ACTL6A_ACTL6B	0.3933918966913137	0.19912987864430212	0.7273602423929588	0.008769636871774924	0.34601441531693206	0.34601441531693206	0.49453427747781564	0.034056036161338996	0.6307604823042398	0.4313592748294901	0.8701289775432608	0.08025503101098193	0.5675077193892357	0.5408116051235812	0.6890060138739034	0.13187111746683897
ACTL7A_ACTL7B	0.01108991013140067	0.03249381361814741	0.0669816466532379	0.06050588726938108	0.001847078534947542	0.013224535234496225	0.028421894967739836	0.06370013829972124	0.08994179082947	0.15861909017389497	0.2490653287105958	0.22179815132553368	0.02002621990522072	0.07277090772584596	0.1278364708155984	0.20003397088022218
ACTRT1_ACTRT2	0.17994224985271065	0.9286291808932101	0.008243096703285333	0.06333032884412164	0.24310154670580064	0.9416842630842828	0.013462148533601028	0.08530730161770053	0.4221879666248109	0.9750133091947057	0.08335875794573586	0.22403861700726801	0.4591463844054264	0.9679987933900313	0.08506756435342981	0.2401305788929751
ACVR2A_ACVR2B	0.10873749920587877	0.18838601772552388	0.11562178805527631	0.07080415630665814	0.28833752468529344	0.4882096309856229	0.07995827390744498	0.06132716830066407	0.33489346389721525	0.4245899305411151	0.3355984276926444	0.2414843741584698	0.5112690531386673	0.676791278486126	0.24081000621248047	0.19678187959403115
ACVR1_ACVRL1	1.1623453703364302e-5	0.0014432570571920344	0.03371313256603114	0.06255599654110029	8.35108954587735e-6	4.6211157091913463e-4	0.08189901339189128	0.029830787547218608	0.0016715944399573798	0.029731095378155912	0.16455145578235103	0.22403861700726801	6.616632486348977e-4	0.008404582142903882	0.24240225228059772	0.12192742529220303
ADAMTS16_ADAMTS18	0.08455126020326674	0.378356387836991	0.008961842901688768	0.1199279661739099	0.043148940636505505	0.006084071775476386	0.0016909884063279863	0.12026846209599824	0.2883701920839892	0.5889651199662183	0.08530456930128061	0.31386234160892185	0.1696313315099262	0.04518467697986365	0.02385915148654556	0.2928522835907286
ADAMTS10_ADAMTS6	0.6937121112864182	0.05730968529004384	0.3158231865139893	0.7309667680008693	0.7699126508907275	0.09635631920280342	0.4882096309856229	0.7945278249040959	0.8425984370577956	0.22879448003389596	0.5767692945202286	0.8431083662272065	0.8864168730051845	0.2555692423221059	0.6841577141703287	0.8885598910436686
ADAP1_ADAP2	0.0017065179603317352	0.31844226593003744	0.5147619898060594	0.5877974564936024	9.234454403647585e-4	0.13936172799286278	0.3424197175885374	0.49333977612449964	0.028437372487020825	0.5342624898126022	0.733696497391229	0.7577363957301758	0.012039858273110143	0.3182762302276024	0.5772378217940974	0.6820670730311874
ADARB1_ADARB2	0.06318629438243355	0.42373590992215826	0.5929566784732723	0.017663738256501922	0.018048174758957453	0.007211457220332701	0.5306170259799127	0.0032911863835844743	0.24194008629705038	0.6325333148113377	0.7938848052861354	0.11371031502623112	0.10022928696434998	0.05031420236480109	0.7186172262902452	0.033899219750920084
ADCY5_ADCY6	0.0019314265462060918	0.5588347026093414	0.7650140018725271	0.9539824426337746	2.7078713333009456e-4	0.7097984487786326	0.40287922081808575	0.8461642749002112	0.028773933591545744	0.7398454289043981	0.8946720261576175	0.9767414671101272	0.005363668217884565	0.8336287368779836	0.624948188919621	0.9164555238141088
ADIPOR1_ADIPOR2	0.8037978926162924	0.477535378301312	0.11201197144236526	0.7911436542457811	0.9856170177220918	0.3616713420637315	0.6213415079251271	0.4425073713073337	0.9087945437922955	0.6830309291494082	0.3315296855909087	0.8747462335575422	0.9956920692721384	0.5576668897090471	0.7852536848624306	0.6401440905148226
ADSS_ADSSL1	0.2629842708949007	0.9060870536704804	0.3011034825290381	0.007490946056174732	0.12088129618908444	0.872990463398117	0.4141639339508056	0.008950328392452677	0.516949511851262	0.9626798100629981	0.5659426770162578	0.0760387491935082	0.30649007663824257	0.9265860773730332	0.6302792461490784	0.060650055765772405
AGPAT3_AGPAT4	0.7530887270786354	0.9744258247195968	0.15688056935905523	0.022797138362018445	0.34300742211757373	0.7482958658053055	0.13086650193148927	0.006774895131735032	0.8744998747361832	0.9900780139808512	0.39898021343167134	0.12769186936167073	0.5643732344746021	0.8563830464216273	0.32286038781556525	0.05286471201278093
AGR2_AGR3	0.3329197994841179	0.11949474653308409	0.285611505723373	0.04003238248428347	0.40307323041761195	0.22289793889958628	0.28502413436962415	0.0031840421752596876	0.5715943084439375	0.33354902148801246	0.5455027478726063	0.17180564149504993	0.6159724441100005	0.42673768971482134	0.5196015192932971	0.03346493306650488
AIF1_AIF1L	0.308974101624339	4.753406190372011e-5	0.08694352326366557	0.021245399474248503	0.344848034895639	4.2510313868524065e-05	0.017207323956450367	0.021473571892728995	0.5501451920777429	0.004321929706983374	0.2833674314813332	0.12433387192315885	0.5664967718381311	0.0017514249313831916	0.09792013080189987	0.10192524907608694
AK3_AK4	0.0016292743391143475	0.3259607054357768	0.4525757730401534	0.10218242649949381	0.01266723776881257	0.38438714488342185	0.6381428662642559	0.12056745856962373	0.028437372487020825	0.5404741324766982	0.6885569368262304	0.28783494370597507	0.07812727486153861	0.5809507545821054	0.8006740999702922	0.2928879300158312
AKIRIN1_AKIRIN2	0.0016459198588290552	0.08417569522801238	0.9216935935249713	0.2590468833976747	0.0018438000564012335	0.06187637620410927	0.6462966086056695	0.3353633382018106	0.028437372487020825	0.2766030088768146	0.9743277017309098	0.49965971891311783	0.02002621990522072	0.19670576385874242	0.8029981988707353	0.5422672501536341
AKR7A2_AKR7A3	0.2498886478021458	0.3785387470074141	0.92797618970681806	0.17610855637858944	0.25089175153677823	0.28954053231559657	0.8811694997266055	0.11105568757968703	0.5001517890780918	0.5889651199662183	0.9743277017309098	0.3986744552943941	0.4707076577101668	0.4830761388241056	0.9439043161390442	0.2818150564390585
ALAS1_ALAS2	0.21369033862171533	0.11860734278207573	0.006697136465989282	0.5915777545150837	0.08015109447819023	0.24165483148175645	0.0037427368567080933	0.7590284734000957	0.4633706290112985	0.3328761936390681	0.07417258666633292	0.7607054770918055	0.24643470839562967	0.44686620543305056	0.03694468789111583	0.8687431063539216
ALDH1L1_ALDH1L2	0.4457505672950519	0.6826094028732419	0.17174485975339523	0.45688250554597165	0.3646909987942805	0.6769309309599358	0.08189901339189128	0.7771225584784792	0.6677535355563391	0.840009181552496	0.42091724879628356	0.671310956793653	0.5841420537386267	0.8142173922410599	0.24240225228059772	0.8786347258318701
ALG10_ALG10B	0.028482306498363343	0.3239236794154078	0.4310490356413582	0.5840575365707028	0.005227492312219763	0.19839038899454123	0.1596196372017961	0.1821280484961569	0.15767096028896163	0.5390006297219225	0.6726508307708973	0.7576565021005338	0.04413374657037997	0.3991056653601122	0.37478917937270995	0.3844096105554131
ALG1L_ALG1L2	0.34886278620066946	0.7379683135279972	0.8725696999152002	0.27369558201467137	0.2027557378409141	0.9854128158421245	0.7010153606960718	0.18600333251408116	0.5862391765034308	0.872683539533682	0.9527008998819986	0.5088564069947861	0.41260713141769567	0.9904278040363542	0.8357011823112893	0.38724700987162175
ALOX12_ALOX15	0.7143538600717536	0.8578259458244613	0.02630798019116815	0.47914402709320636	0.7995904897371708	0.7676147612075754	0.006740300081145149	0.5242722168872387	0.8535782782759933	0.9363460368730354	0.1464714572805578	0.691029926597598	0.8991028432634126	0.8669333377673274	0.052996252546408426	0.7058828541096155
AMELX_AMELY	0.2531969483950198	0.003666670898225821	0.6752704200512036	0.7929729621289568	0.410337723337891	2.1348934669469173e-4	0.2898148511631564	0.7526051916840192	0.5044349262028441	0.04566224308580549	0.8395518567237917	0.8747462335575422	0.6215409632912172	0.005363268953549573	0.5236885838805424	0.8651599859760488
AMMECR1_AMMECR1L	0.11717692567830412	0.27221664349843755	0.015357832745106588	0.11837635180856536	0.08530730161770053	0.21599722662574608	0.0031943462008473624	0.05593739139308658	0.34385251694773006	0.4962533500944968	0.1129897694818556	0.31343866931316794	0.2539494816943108	0.41877418714710185	0.03323410693810892	0.18517504211346147
AMPD1_AMPD3	0.8090946777019533	0.31772299854834835	0.3976036617453945	9.849097516937807e-4	0.8253312610365942	0.24340360262584188	0.5734396017079326	3.932027825174617e-4	0.9115919887677586	0.5342624898126022	0.6449319237759943	0.03272442078208369	0.9169322686676078	0.4485691583450098	0.7476775346356791	0.01029796224268965
ANGPT1_ANGPT2	0.046993984245148446	2.8855437342048594e-4	0.29099802410086145	0.06373137357585391	0.043107071156095404	9.692729512127591e-6	0.35039786565179243	0.016501055888338004	0.20685386227565344	0.011787015883806871	0.5509705235733222	0.22403861700726801	0.1696313315099262	6.655674264994279e-4	0.5865899271878194	0.08979212484282005
ANGPTL1_ANGPTL2	0.9260210668182307	0.49373037213898763	0.09419298501561099	0.7610513574829603	0.535118668892763	0.3194840612481573	0.03180241076786107	0.7722508482279483	0.9693106695353431	0.6911873882875754	0.29678633176266334	0.8618861707466726	0.7233231351175143	0.5109760606919286	0.13834322128075788	0.8750477158138469
ANKRD18A_ANKRD18B	0.001660213490930956	0.010868024621920564	0.2863141855982338	0.040826941338729335	0.0010890646405224162	0.0011911046308037605	0.41369603908425173	0.04475602816971099	0.028437372487020825	0.08610819508137063	0.5455027478726063	0.17292381020690412	0.013514898551061309	0.015728689355485555	0.6302792461490784	0.16006496185695251
ANO1_ANO2	0.10346668044235209	0.9141882103887223	0.0027685397661775203	0.6586070702414153	0.14030962872559635	0.8597689892979226	0.0011309596069322572	0.6213415079251271	0.32590422280006925	0.9667493395281149	0.048841627408756326	0.80042411119642	0.3350658036246167	0.9205426808491269	0.018243282170722554	0.7747053742755151
ANO3_ANO4	0.2018187649290344	0.044093260859384996	0.02352654571886807	0.525362341391483	0.36133519675840836	0.03665059396138967	0.003916900273914678	0.39931162267397113	0.4519712735354017	0.19575887364295924	0.1404085253389707	0.7263398813868825	0.5806166188161632	0.1398152288156717	0.03770474095450579	0.5995495209244757
