rep	term	estimate	std.error	statistic	p.value
Day05_RepA_early	(Intercept)	0.017010080405177225	0.006885157034147452	2.4705435650653222	0.013491139894139467
Day05_RepA_early	mean_expected_single_crispr	0.3666614829541756	0.002259729722101277	162.2589991042046	0
Day22_RepA_late	(Intercept)	0.012798500327062637	8.791463623290517e-4	14.557872130820856	5.3320298942630973e-48
Day22_RepA_late	mean_expected_single_crispr	0.6805440287176522	0.002269680339780618	299.84135509735785	0
Day22_RepB_late	(Intercept)	0.02064847136944544	8.28859458933707e-4	24.911908945346216	6.784925162512481e-137
Day22_RepB_late	mean_expected_single_crispr	0.6609801523479979	0.0022429380937228614	294.69389021383705	0
Day22_RepC_late	(Intercept)	0.02052970288471212	7.740391399186174e-4	26.522822717815814	6.8794381632784245e-155
Day22_RepC_late	mean_expected_single_crispr	0.6949921603407173	0.0022728923698934703	305.77433826014885	0
