targets	p_val_ttest_Day05_RepA_early	p_val_ttest_Day22_RepA_late	p_val_ttest_Day22_RepB_late	p_val_ttest_Day22_RepC_late	p_val_wil_Day05_RepA_early	p_val_wil_Day22_RepA_late	p_val_wil_Day22_RepB_late	p_val_wil_Day22_RepC_late	fdr_vals_ttest_Day05_RepA_early	fdr_vals_ttest_Day22_RepA_late	fdr_vals_ttest_Day22_RepB_late	fdr_vals_ttest_Day22_RepC_late	fdr_vals_wil_Day05_RepA_early	fdr_vals_wil_Day22_RepA_late	fdr_vals_wil_Day22_RepB_late	fdr_vals_wil_Day22_RepC_late
DENND6B_DENND6A	1.645691352869321e-4	0.28333434639742133	0.74731809199974	0.2629534559734883	6.433144507802203e-4	0.136124698784015	0.7563768655386252	0.21687323962626578	0.011213156763613152	0.47607565544754316	0.8817155037339429	0.45062419612425064	0.017908483359557484	0.2805698170840968	0.8746219662612637	0.3792520149661354
DERL3_DERL2	0.5303949638272043	0.09883019078182638	0.5412174708992543	0.015576507027560842	0.992386930325953	0.25885452856626723	0.5562600714363666	0.021473571892728995	0.7293815924459552	0.2441129412596671	0.7294665528780153	0.07360490382347942	0.9962558852200114	0.43282494224554424	0.7343438035588091	0.07497552220173175
DGKH_DGKD	0.4294747428223966	0.24724644030991216	0.06840398954448952	0.42888485056572967	0.15448216462863273	0.08422590264234321	0.01752371946449053	0.7538147177928969	0.6612241929851548	0.44266504750165986	0.19147809352380427	0.6076360331261369	0.37705362456751595	0.20364478807890496	0.06660306659935515	0.8541574910084531
DGKZ_DGKI	0.41705338787597923	0.03230764202143759	0.005759820656138997	0.3565376710718634	0.23800347791416807	0.026632803283942883	9.08804384620165e-4	0.8163969108009826	0.6549970400562412	0.12652802768851984	0.03950552223807379	0.5472932953860199	0.48351791371122904	0.09394447733719578	0.008357754608560445	0.8926632888800553
DHFR2_DHFR	0.12751315115530631	0.29588336079293337	0.24385912709195215	0.9147049725734979	0.10657008524376838	0.37740485322444484	0.024085772849569795	0.6751767325523224	0.33504731043358543	0.4899676231780087	0.44693042865606886	0.9633395927921298	0.29637080421911405	0.5671866747428406	0.08130152261325378	0.8072890490279614
DHRS4L2_DHRS4	0.5354737802131225	0.46529769012014344	0.040211718084892094	0.1573062715149829	0.3257076533137693	0.8561379611717339	0.13914954681595837	0.10010286484810474	0.7314827501585095	0.6556178123443882	0.14010232925719923	0.32865204799276343	0.5657316743898522	0.9214442006341546	0.2895435014554285	0.22868385900101604
DIRAS2_DIRAS1	0.09119645967718235	0.2229316006052935	0.05577108514260687	0.36047784338329725	0.21836740097569501	0.4821142294455812	0.030313573613437724	0.5021565369060601	0.29081485821588143	0.41749008840627694	0.167890789182659	0.5516971451482855	0.45825969521231935	0.6647625921404935	0.09696577894981633	0.665490636670995
DLX6_DLX1	0.006470020415740623	0.6115651147240685	0.001426999967858322	0.8289928124282356	0.005211167087407695	0.9396579554099712	0.002263966946945984	0.9110237851745667	0.07323209921113014	0.7854265189099633	0.018605189454355336	0.9111952111254255	0.06604125313353164	0.9668808132590113	0.01565024131110311	0.9647517881619557
DMXL2_DMXL1	0.810243865527832	0.00629114681719661	0.26730353965949144	0.003081837435556679	0.8253270894553077	0.0013820264976572572	0.2790418342355139	0.001559662056785749	0.9201225815806693	0.050231637377616344	0.47063700145175413	0.026233822798540325	0.9379275503470774	0.013955757770460538	0.4688631146208471	0.010928244343464772
DNAH17_DNAH11	0.022808495658228435	0.14236119228238356	0.1370130383706374	0.20756253169960737	0.018433021719958316	0.10684243153426405	0.07334764678171632	0.1826436687991652	0.13738024162391407	0.31264824744318775	0.30969406652203957	0.38910426469710757	0.11866257732223166	0.23706175556024608	0.18887019046291953	0.3420417797511639
DNAH7_DNAH3	0.19427747835468206	0.36700283293345526	0.5372053334003035	0.34682047011570827	0.10275685144288879	0.6355676101200032	0.8411865551839586	0.649237563730646	0.41775741692134144	0.5625192230974091	0.7260643232545134	0.539614930844682	0.2915690275101252	0.7839935789504231	0.9120233177257656	0.7857986964072448
DNAJC5B_DNAJC5	0.06762774046297872	0.7999409317096593	0.22081691877094414	0.5732048808024337	0.054565106824274755	0.617812427936686	0.13645482977753004	0.33939577455714853	0.24355444991911915	0.896560565463492	0.42416654968505363	0.7352441185884268	0.207714973547539	0.7685347835444283	0.2876123527183848	0.5171266979199156
DNASE1L2_DNASE1	0.8469290954081896	0.8895873588355279	0.00254534874136921	0.07392511168171399	0.9164084699852033	0.5734614100603752	4.3009781394497864e-4	0.06014660437831098	0.9386315366188213	0.9539335186165231	0.02512284051449163	0.1952381154670908	0.9804088288392299	0.7383315654527332	0.005091962624865839	0.156047865263628
DOC2B_DOC2A	0.04292014440280403	0.07476676096221035	0.015146973387240466	7.180345066796564e-4	0.0317588408191018	0.06187637620410927	0.015792652826683542	6.874015782480369e-4	0.1881180797229283	0.21254603605778374	0.07723456727157267	0.010565364884000658	0.15978772239461903	0.17002490527876263	0.06184955289537661	0.006265695801729894
DOCK4_DOCK3	0.751406691573933	1.8897400756390023e-4	0.0633726217302931	0.0038284415036179778	0.9288153194700308	8.605640018415849e-5	0.015527955527218472	4.024670964792329e-4	0.8906201292533382	0.006278813799703782	0.18335337186011766	0.029557185831121175	0.9804088288392299	0.0022141696002348434	0.061278904954157186	0.004457431283587204
DPP9_DPP8	0.005822164806684699	0.4513472189562039	0.017448348467030226	3.6757110717085235e-4	0.05121308507565948	0.7625344909734123	0.022959483115873758	1.3701003899794871e-4	0.07029213344283036	0.6438886918627285	0.08437464282178936	0.007887463341374539	0.2013338840760659	0.868816953210857	0.07894358802339924	0.002016004859541245
DPY19L2_DPY19L1	0.010626813424266838	0.9149647290168785	0.8571904450181289	0.039311934210700186	0.0018872949595795075	0.5226312053966947	0.6909461754994914	0.018433021719958316	0.09517928545212907	0.9675705039911549	0.9342922310779607	0.13542238206361604	0.03599840385864616	0.700013187982569	0.8392388688260332	0.06661758726862128
DRD5_DRD1	0.960966812744678	0.3015981465432962	0.04499071560675509	0.4540221443531748	0.7025773165169977	0.3424403571797508	0.01352177519630349	0.30800478555920346	0.9888070101169014	0.4954483109084451	0.1471124986506595	0.6319497414645541	0.8594473111787503	0.5280143231963224	0.05548776275773942	0.4799469427019358
DSCAML1_DSCAM	0.4137765038276421	0.14973866940701525	0.003718636329935662	0.16588780235569306	0.715743834153843	0.07911129571248682	0.02423258974977564	0.5615900534518832	0.6549970400562412	0.3212359420165607	0.030016457602529013	0.33934340243728484	0.8671427175696502	0.1968227888499068	0.08130152261325378	0.7151033384257518
DTNB_DTNA	0.7345401948792003	0.18603745885504247	0.020740169291686386	0.254957021289262	0.37487473769324886	0.19770029421854687	0.020762531899156368	0.26425934888664315	0.8807641451985755	0.3670965292333443	0.09309111746674015	0.44209719179787854	0.6078847790580402	0.3616897034548904	0.07451361622345316	0.4358785408707771
DTX4_DTX1	0.6178525925014877	0.60274880145024	0.26970990732398487	0.5796568975212705	0.7170898624946251	0.5069939992217367	0.3891435923704814	0.46575239617058234	0.7946440398621243	0.7778208423838368	0.4715532893546101	0.7381331815134682	0.8671427175696502	0.6899913910632167	0.5885725405897149	0.6345568360525129
DUOX2_DUOX1	0.4902484834255866	0.20015332373804473	0.054246711432170094	0.9083036371308165	0.3394467059749371	0.11519269132503496	0.05842514409368639	0.9339236776011617	0.7032566373023118	0.3874431023092059	0.1661409733716997	0.9596291581115823	0.5751296988894167	0.24918448289815726	0.15920078946163221	0.9804088288392299
DUSP21_DUSP18	0.03494472118403402	0.4708559793983015	0.07316709076972325	0.2923243686425644	0.02759864038107703	0.6011177747031957	0.21354055532886215	0.3466901066351138	0.1747236059201701	0.6607379547414857	0.20096560931417318	0.4801497227509731	0.14910803958665392	0.7594878636535564	0.3847115417914446	0.5226671791505733
DYNC1I2_DYNC1I1	0.06494826739586171	0.11545088266597554	0.017121641824087593	0.4077948262057731	0.033820670774486056	0.08334236107274995	0.0016044547741714747	0.6361793923395569	0.23829170694672283	0.271494084808116	0.08357957857256029	0.5932608347343874	0.16278173316691888	0.2024590375116331	0.0122413956844194	0.7780202754944153
DYNC1LI2_DYNC1LI1	0.23218939419401796	0.029059198545187025	0.2204542435502343	0.3059259014742339	0.29440882001282154	0.011706875206489156	0.18810668335315328	0.29440882001282154	0.4630025812870916	0.1187737083394549	0.42416654968505363	0.4933409365310413	0.5400257769964387	0.05441338384757501	0.3555043740435741	0.467964636748775
DYNLL2_DYNLL1	0.41562219131588113	0.06824079433080565	0.34437661468715186	0.649664080193816	0.4514293028764057	0.03437307146136484	0.16196529199111045	0.7469004984153461	0.6549970400562412	0.20239138546503424	0.5512721116334224	0.7956646879900482	0.6690247222484861	0.11457690487121613	0.31715637024875243	0.8525937409064874
DYNLRB2_DYNLRB1	0.9404363392403295	0.9654711681663415	0.909961465341389	0.1650376799836303	0.7211117836509771	0.8801949659992216	0.4703686469451684	0.12973356121042107	0.9843998266438407	0.983615532355422	0.9597567644185816	0.33862312825326535	0.8697249849654641	0.9346400154424724	0.6582604705890264	0.2721498330890707
DYNLT3_DYNLT1	0.019445559866168218	0.41751259269229335	0.041918492496952196	0.3121939759786577	0.01940179896113772	0.6815905545464371	0.021473571892728995	0.2089979813214115	0.1357926755814713	0.6157178301329966	0.14296704394655882	0.5016155951332975	0.12260032472375369	0.8134858298758172	0.07653210743775386	0.3692417165712759
DYRK1B_DYRK1A	0.49882486064301124	0.08540252096385746	0.29568976526770374	0.7522403091692851	0.5102951580186034	0.05593739139308658	0.1826436687991652	0.8114601113129625	0.7106356935854794	0.22896672048109099	0.5005659864299253	0.8647405339780844	0.7160817612522635	0.1587204218591713	0.3464511581273299	0.888208198355315
DYRK3_DYRK2	0.06524103044560761	0.5984007993039762	0.10088520465329898	0.009886653197508984	0.10703877589272856	0.5375407519424953	0.05555542539791736	0.004650476665200072	0.23829170694672283	0.7762630016159893	0.2526598975453372	0.05474867093244223	0.29637080421911405	0.7134883692020234	0.1538228176340185	0.024947869610187884
E2F5_E2F4	0.3949338569438472	0.29468404329036313	0.7601194668866139	0.8422611803897873	0.3214388431777035	0.21089815005646154	0.10090315998137517	0.9224501928207717	0.6400848819250222	0.4899676231780087	0.8886754266665292	0.9189926014846197	0.5657316743898522	0.3738814019933827	0.2362051245018555	0.9714966243408946
EAF2_EAF1	0.32538781885068746	0.019119760693780023	4.93919811053505e-7	0.0035445109102376898	0.5561587695433388	0.01387080202185104	4.967871084548665e-7	5.804481660564091e-5	0.5651761440408231	0.09033648401189644	1.2718435134627753e-4	0.02885091292596706	0.752654213358832	0.060029101187002394	5.116907217085125e-5	0.0010939508008459846
EDDM3B_EDDM3A	0.9605583102776101	0.9230475151853255	0.004774549706178277	0.008123958178059536	0.9798689092173065	0.8881975653606236	0.0014575999043287917	0.005211167087407695	0.9888070101169014	0.968227777489548	0.03463229716453257	0.04674679845475599	0.9914194268112237	0.9363802377906267	0.011460518331745462	0.02588790646414571
EEF1A2_EEF1A1	0.8373444897508417	0.6372528432764938	0.9062913101927332	0.9631380422495769	0.8961247779728454	0.5138908912577136	0.8961247779728454	1	0.9334034896573237	0.8043755252142016	0.9597567644185816	0.9851362299077102	0.9698451924440512	0.6946294199415288	0.944866622468134	1
EFHD2_EFHD1	0.12797834056270493	0.009201176558476454	0.05016853989476948	0.69627234909019	0.11679216944817672	0.003075448025609958	0.1564971390257018	0.8259226098687371	0.33541397144932844	0.062334139278604976	0.1580232296379589	0.8252710236627108	0.3144330972254403	0.02210651524643906	0.3093897374212531	0.8977647433428277
EFNB2_EFNB1	0.046892228763807456	0.8862706785226434	0.22540934577631405	0.019463094821098204	0.05824001914749095	0.8717041518095355	0.26242745659765543	0.0031680834301059772	0.20041077023535966	0.9528797483072262	0.42901266922263714	0.08423104061231575	0.21571826913213907	0.929456807830043	0.4482591713027945	0.018753597316144576
EFR3B_EFR3A	0.9180279707701502	0.8637067100549437	8.294814533461337e-5	0.27239567989587654	0.73361474102061	0.649237563730646	5.329090327464642e-6	0.3072718495254427	0.9729851218949125	0.9354552169890556	0.0031643181368389544	0.4597583218159366	0.8755772691207744	0.7941979698842819	2.4799190543426357e-4	0.4799469427019358
EIF1B_EIF1	0.02022321651125721	7.381274882883362e-4	1.3740486038998418e-4	6.652491684845815e-4	0.007131625306560681	4.9426873349346215e-5	2.324017333847551e-6	2.6818645156223048e-5	0.1361432222653263	0.015800467369583373	0.004162559005931874	0.010381918841501801	0.07336731138536218	0.0013397284092059633	1.7098127527592698e-4	6.424001049048776e-4
EIF4E1B_EIF4E	0.0453741427014172	0.05655258215628697	0.00206325325353243	0.24599320733018248	0.06004030169109881	0.02062311770149451	0.008333732864191363	0.3627084744945343	0.19554546854585658	0.1843327836106822	0.021949183815834144	0.43237713916397263	0.21953683390500828	0.07867337493533091	0.038492129372722436	0.5352288377211609
ELMO2_ELMO1	0.6170484892818253	0.5556889705988455	0.2976007151527309	0.10217341399594951	0.6819021163985518	0.8362550689259233	0.26377811307562044	0.13838454055153399	0.7946440398621243	0.7355794065671759	0.5010085197780876	0.24997296060766747	0.8401425596776415	0.9114737788293132	0.4498202921653792	0.2845031472416767
ELOVL5_ELOVL2	0.0072135664565276805	0.9212787017582025	0.2865650707638639	0.058384203593624874	0.001816130440693182	0.8861069586869145	0.2537718908455834	0.018683971512644695	0.0764996009414679	0.968227777489548	0.4911181745204323	0.17131475124125162	0.03597335295988418	0.9354321438130148	0.4400421676278634	0.06728842887420991
ELOVL1_ELOVL7	1.9280469133291095e-4	9.89648783297511e-5	0.10137117303616779	0.024603473629867187	5.8928469387835365e-5	1.456818829322273e-5	0.01633555215194576	0.011453351559668708	0.011213156763613152	0.004398695489221479	0.2526598975453372	0.09928336980305837	0.005058026955789202	6.820560882736097e-4	0.0630172985636859	0.04677677068079412
EML6_EML5	0.08719202031498413	0.34758898473280386	0.34336291123867924	0.02292124277837554	0.1889890061550935	0.6446674769807508	0.4471610792701467	0.04084430294807804	0.2845220730126756	0.5375625439561381	0.5512721116334224	0.09481477936436468	0.42501894397324524	0.7904851205835397	0.6405784584815732	0.11807069553919175
EMX2_EMX1	0.4459251685025425	0.7788863124703128	0.7489755291346004	0.16079977714529772	0.4730721854363245	0.647027711108113	0.7979595827325063	0.46863589199827543	0.6699573022303145	0.8845125709420312	0.8826599485224697	0.3325778523286278	0.6872557842022767	0.7924358411906733	0.8933677937113931	0.6351249588923996
ENOX2_ENOX1	0.32361086044539356	0.7839725386235746	0.45291733781423305	0.030560456955963832	0.7924374063799503	0.4298545896006644	0.5568179714363398	0.017184302125739372	0.5630391659776273	0.888152834452685	0.6524543467813427	0.11282175865463351	0.9168673038209612	0.6226502559852826	0.7343438035588091	0.06321368281968412
ARPP19_ENSA	0.2679406670347969	0.6548964463712573	0.29255356329035326	0.16637069779379351	0.39565166499123117	0.3782277135989676	0.3288525441836751	0.36969577821400296	0.5031406753211434	0.8156509549726664	0.4972445052624816	0.33934340243728484	0.6193331534057266	0.5671866747428406	0.522713148933928	0.5406093361232001
ENTPD7_ENTPD4	0.1590910075681491	0.04809080321421615	0.3634085740108626	0.15787707496585573	0.2271111647435449	0.062317462778868515	0.2778119365548827	0.5233637081650269	0.37822676648288095	0.16621989030416992	0.5714669179102113	0.329176897196015	0.47067303759728624	0.17071007091019832	0.46806108065781415	0.6798870494265722
CREBBP_EP300	0.9431031672038411	0.05639144532249572	0.8188614289858056	0.012023767354424796	0.41768238862761775	0.09205797719316407	0.905766465653319	0.002904052355712061	0.985101895898365	0.1843327836106822	0.9217784391862074	0.06219323173917912	0.6401977087595927	0.2154789445025651	0.9506211147047589	0.017595140743431898
EPC2_EPC1	0.3193107539232359	0.0017434501939451246	0.016350945027018785	0.008019504453224432	0.3539378689920434	2.8218798442298924e-5	0.005862710552034337	0.0013606567162302728	0.5589965355988762	0.023943382663513042	0.08019749227537785	0.04652873665260142	0.5898964483200724	9.082925748614966e-4	0.030497938730279634	0.00994074066076121
ERC2_ERC1	0.11387368068066635	0.2518149283406006	0.04868038390884768	0.0022042934617862112	0.067769124660733	0.39020532349392245	0.02454791244942507	3.6301117412342466e-4	0.3178587834717787	0.44417868023022605	0.15427937054188648	0.02173633471931349	0.23405656484682025	0.5774590275843967	0.08209204487957085	0.004064146840729646
ERLIN2_ERLIN1	0.02566695561403838	0.7339576652094165	0.04466771932713372	0.22475601059635733	0.014450749984447543	0.6815905545464371	0.12448547827889342	0.3481064901915468	0.14906022400804547	0.8649615505328365	0.14655791250786734	0.4080026968976542	0.10708109700705734	0.8134858298758172	0.2697296798470283	0.5226671791505733
ERO1B_ERO1A	0.265523135981958	4.5750820370544696e-4	0.11463626180984231	0.30964323967156027	0.3887234482241259	8.682798612103265e-4	0.16649679832272832	0.21599722662574608	0.5008952931527778	0.01095891743759559	0.27652306712912783	0.49833208884641733	0.6152280618139324	0.009219878938625116	0.32356924957058525	0.3783624888172083
ESRP2_ESRP1	0.6427197774522516	0.38871303875712904	0.6346671103536631	0.003881097784030262	0.3783041673228052	0.10546370074991453	0.8114586223398541	4.0522508684159e-6	0.8162778924486056	0.5853427338009399	0.8014050976981006	0.029557185831121175	0.6107418375274128	0.23566629999655486	0.8992603440628303	1.8975286342859954e-4
ESRRG_ESRRA	0.33257736960822004	0.7048952572885188	0.0010357567884020959	0.6301655576145786	0.28954053231559657	0.4548015340140767	1.9086540234992217e-4	0.4860875720912492	0.574756192443736	0.846202931243793	0.015461296986292157	0.7754725499916558	0.5335004441593282	0.6434692033440921	0.002964925674349678	0.6516440039045374
ETS2_ETS1	0.014982222165435145	0.18583350506280444	0.004185313276157131	0.002948372208213781	0.004078113347723366	0.14085776016452334	0.001807650844882581	5.082619937264814e-4	0.12162115905741445	0.3670965292333443	0.03193239018105071	0.025519524155127683	0.06000652497364381	0.2861607356399587	0.013299145501636132	0.005183265876616593
EVI5L_EVI5	0.7960933796737928	0.026364886178663362	0.42035068887887994	0.9214147525858363	0.9012818114125772	0.06370013829972124	0.32884881556249035	0.7673880990872292	0.9090645022882555	0.11175239820585704	0.6265719385604144	0.9636702385447462	0.9720631055025701	0.1717569174050075	0.522713148933928	0.861012790914865
EXOC6B_EXOC6	0.021636869801795956	0.30863051094637556	0.05185529760477556	0.0032494769639633833	0.040923532337370346	0.30077581344454374	0.05464127710698166	0.0013159541599743836	0.13738024162391407	0.5021949862160614	0.16185138343308733	0.027434108794117087	0.18168637201504936	0.482615386065833	0.1516995024802995	0.009751314998371332
EZH2_EZH1	0.8169655747449268	0.8225415374163465	0.955443188544032	0.06162947610869999	0.7288300648360071	0.6130597067562393	0.9214576984564415	0.053531730561202404	0.9237280028454355	0.9100083604069139	0.9811629952147088	0.17731385584346643	0.8749358587192161	0.7653982154611566	0.9548304118814234	0.14174211433943054
FAHD2B_FAHD2A	0.7847033707213638	0.14367174205321148	0.19981571633280157	0.1536724382469096	0.9366235801726236	0.08302262097265169	0.26974148004807064	0.23800347791416807	0.9080318607444178	0.3129554501999618	0.39808546967656794	0.3230257375394222	0.9804088288392299	0.2024590375116331	0.45696336258143544	0.4058668580324389
FAM102B_FAM102A	0.3406792754434158	0.987744777978116	0.5625137979060792	0.04507494517298397	0.277166881951614	0.588806455578186	0.36368037707221595	0.029332834180638197	0.5838596567499472	0.996976687886537	0.7466355822722444	0.14508497977554216	0.524123771549919	0.7486488914740075	0.5616053798866304	0.09190050383998355
FAM120C_FAM120A	0.8486923489306211	0.8126877352121744	0.9577678909817441	0.25896245416303626	0.8857184846878754	0.6776778223576259	0.46760067434281777	0.23002714997121754	0.938939977871686	0.9068712367293781	0.9815929628967128	0.4460390096788083	0.9679497815408581	0.8134858298758172	0.6577477331840502	0.3948799407839234
FAM126B_FAM126A	0.27413821668452343	0.32251662433906214	0.027081504577000585	0.12647652156129563	0.2514589041580216	0.42910450534029154	0.006167585214704933	0.06155851964855049	0.5096793559297096	0.5142292926768328	0.11064749034852608	0.28949070490696555	0.4980820601591581	0.6226502559852826	0.03147389622405159	0.15733318917619604
FAM133B_FAM133A	0.19301957206029638	0.2632348369327923	0.29906088439680545	0.33707215750481145	0.3144505306790656	0.4255614929451878	0.40900061415285477	0.09505108809343325	0.41775741692134144	0.455677683844037	0.5025003440925115	0.5276357480698416	0.5603530217983349	0.6192428748263846	0.6096535927314622	0.2200058892949129
FAM160B2_FAM160B1	0.47249048258579973	0.6889564847799341	0.18790692295634367	0.23211649692363281	0.20827947623451712	0.7103665461030095	0.03883445085901835	0.047770383063638934	0.688418978561213	0.8358364891912039	0.38249828190718177	0.4165156652113968	0.44476843132449145	0.834295943541733	0.11834166977748194	0.1301679750146775
FAM168B_FAM168A	0.02174944061709292	1.5172849860260065e-4	0.0409782691113488	0.7085180710431127	0.08557576763686582	1.5995348371992667e-4	0.047752687877760686	0.42168812473316486	0.13738024162391407	0.005581441198595666	0.1402246418095989	0.8359377012307058	0.263901319359197	0.0032324144639447887	0.1381608666126222	0.5917421913830515
FAM200B_FAM200A	0.08390619058644029	0.01195752493509233	0.8308197047844715	0.3139220873565316	0.2746315305198614	0.06131166299630496	0.8091158678308866	0.29078369521451014	0.278785084851721	0.07078304990313276	0.9242606235206969	0.5028611974762481	0.5222102427673055	0.1697607873284788	0.8992603440628303	0.4646924174684776
FAM209B_FAM209A	0.3672088320867999	0.32057176013581196	0.24717961408348385	0.17145318139767762	0.36337886230917377	0.6846510422667966	0.2115492749384134	0.03708990968288769	0.6110260049263391	0.5119207952556377	0.45061062390440415	0.34491557976485926	0.5969381629640335	0.8143078216337188	0.38429586099923424	0.1097776062453285
FAM24B_FAM24A	3.6087495930818135e-4	0.003451658689119426	0.9100644262274198	0.2781501670432697	2.1564457343057724e-4	6.939334718910964e-4	0.7612649049008635	0.41703588171723416	0.016806911616261605	0.03451658689119426	0.9597567644185816	0.4666037004146056	0.009481473909614164	0.007941683067198103	0.8746219662612637	0.587240005925291
FAM47B_FAM47A	0.8252408875921298	0.48847246743939765	0.4081736719192083	0.06085653305452327	0.9366235801726236	0.56053672679943	0.22075620611567398	0.05045913592950066	0.9269336032932319	0.6790255683537632	0.6137501928128241	0.17607367709595215	0.9804088288392299	0.7289808441962284	0.3940708705357785	0.1353461198109002
FAM49B_FAM49A	0.10595910919574561	0.1529399250401701	0.9077007144749482	0.8298069010054845	0.07656043251005537	0.06651506975840464	0.3154843286015231	0.7443722339020521	0.30507192253191573	0.3248002531780932	0.9597567644185816	0.9111952111254255	0.24876102676768777	0.17566800474655583	0.5092088843336258	0.8525937409064874
FAM50B_FAM50A	0.11064555454014957	0.17337309266438058	0.0049117784082415615	0.19548581170685572	0.15144746236522746	0.11687612813128218	0.0018872949595795075	0.3351898468313053	0.313952950899047	0.35393632282658916	0.03513285944783895	0.37390170926379684	0.37554467309591916	0.2513202755223813	0.013593802855712536	0.5122337421902737
FAM76B_FAM76A	0.37831847331649393	0.40502535775994475	0.03209201134214909	0.21776323631597236	0.27480878123425245	0.4295828800455979	0.04473504872741042	0.01698729511402673	0.6204904896751413	0.6002534079032275	0.12367509854150485	0.3983945531180311	0.5222102427673055	0.6226502559852826	0.13090085281032027	0.06271295328834241
FAM78B_FAM78A	0.2811198549656853	0.9231064830045981	6.154204646359699e-6	0.35333260336582484	0.25352679121075866	0.8213410070107977	2.5503283235303586e-6	0.4100714742625719	0.5187789515829889	0.968227777489548	7.043176393362652e-4	0.5439948900849022	0.500611321083374	0.9057614959540918	1.7512254488241796e-4	0.5809815935219382
FAM9C_FAM9B	0.9181956684289855	0.6430537812972622	0.0018169331038016439	0.44524733396732863	0.6652813877097815	0.9661678682886021	4.592224073330533e-4	0.382254923910701	0.9729851218949125	0.8076170599196766	0.020793789965729923	0.6248021171476137	0.8326121863196536	0.9807484216087271	0.005262657657692828	0.5545388332789043
DPP4_FAP	9.295567644916593e-4	0.5033098777390472	6.853493181446594e-4	0.31265748745201644	1.54343966339352e-5	0.3351898468313053	3.72186187413495e-4	0.3133387945528856	0.02838938909138738	0.6949184639024378	0.011964572842186428	0.5016155951332975	0.002649571422158876	0.5221623602374474	0.004641464824192989	0.4853217419390559
FAR2_FAR1	0.9927889731282994	0.3393328681286668	0.8974310022658167	0.08098404283036721	0.9315654563063854	0.23049869805845874	0.3957631009456917	0.12448547827889342	0.9956890382883625	0.5283533099664498	0.9541205897966853	0.21010973328785448	0.9804088288392299	0.39968629461315236	0.5968316163602672	0.26656973519180915
FARP2_FARP1	0.025759922207215628	0.010578343662285267	0.17182646822786118	0.06424617743963305	0.03335351031499628	0.14085776016452334	0.3164016368674956	0.08530730161770053	0.14906022400804547	0.06684474829542224	0.36116994266150165	0.18167332815588877	0.16128692781430126	0.2861607356399587	0.5092088843336258	0.20245742088993446
FAT3_FAT1	0.24371299665349136	0.10339852148332253	0.00373020055643079	0.8570930571178392	0.23849629299470881	0.15035016708727753	6.936650158089699e-4	0.8428406176921475	0.47711570853189733	0.2517741776071447	0.030016457602529013	0.9286425054526811	0.48356531847352374	0.298603287693476	0.006936650158089699	0.9090322892386511
FBP2_FBP1	0.2947027695878375	0.789573376346299	0.005605011929221971	0.02372031795814492	0.23548294896593722	0.5309395235018219	0.0035388799001103434	0.0013608198380265345	0.5334689853698992	0.890756382953656	0.03900785329120696	0.09656888338691409	0.4804576128646737	0.709296639697635	0.021696704149486035	0.00994074066076121
FBXL20_FBXL2	0.12718367494466853	0.023236958155018965	0.11220980059121101	0.022407619606898167	0.1999233185068168	0.01550282714221485	0.15326989122135143	0.0042453258615594205	0.33504731043358543	0.10361067921934863	0.2713053864059797	0.09344068095184256	0.4335179327621501	0.06491021120520851	0.3086473765459886	0.023135902843419064
FBXO17_FBXO27	0.8777688798431844	0.9294829958999993	0.011506007313514163	0.025480992132420145	0.4425073713073337	0.06755323442191588	0.006073882989188755	0.0013835755847772804	0.9516862591984	0.9699771892370813	0.06354276350178265	0.10055717201683045	0.6670969563952679	0.1765010779367968	0.03128049739432209	0.010035794734652104
FBXO25_FBXO32	0.09981331039551632	1.5903529407126977e-4	5.790277022443797e-4	0.0017200770799559281	0.07343603635958235	3.851620602416669e-5	2.8172081556740404e-6	0.005015671008981991	0.2979744676113361	0.0056484949273588915	0.010282733332960535	0.01873137144725721	0.2439971530657091	0.0011019914501358803	1.8135777502151636e-4	0.025830705696257252
CDRT1_FBXW10	0.001426946955467292	0.09390704348467761	0.06260179997068273	0.8565559507394845	0.02842061973859005	0.0796863821372297	0.1764541829674948	0.29831432619950393	0.03418035730537932	0.23614566220133718	0.1826624758351366	0.9286425054526811	0.14910803958665392	0.1977758400032448	0.3372011032159877	0.46968140448671514
BTRC_FBXW11	0.3494793721352427	0.0070094948058795365	0.3894851810957801	0.005400686736856697	0.6827217036944151	0.003973279544617326	0.8269345692544093	0.011146745547901783	0.592400087102596	0.05469530037921153	0.5978684598042526	0.03708471559308265	0.84014737730615	0.0260667384137315	0.9041853570403838	0.04574162515672843
FCGR1B_FCGR1A	0.45538430365475147	0.6722815818280341	0.35418522120459883	0.941940865671355	0.47422080310970227	0.791789640977451	0.42838274705022833	0.8114601113129625	0.6748860903084806	0.8264921729271487	0.5655981051794369	0.9760554241866154	0.6879541228211175	0.8874247336308755	0.6294354200595367	0.888208198355315
FCGR3B_FCGR3A	0.5921740170597205	0.15615753810801034	0.04334212105968359	1.102144833200977e-4	0.3617676410051691	0.10710917222444866	0.08166696037358527	1.878701539638963e-5	0.776992659326767	0.32892078578987866	0.14472807586776723	0.003661965090958085	0.5952406872768757	0.23706175556024608	0.20171935056305237	5.09226996270561e-4
FCN2_FCN1	0.06201855121419379	0.9507476813666219	0.013709163517969709	0.027518847718285555	0.079744866775495	0.6145478875595888	0.022811900561458917	0.02089559500137497	0.2331354297467869	0.97994803444987	0.07060219211754401	0.1057627356337094	0.25350991598382666	0.7653982154611566	0.07894358802339924	0.07345550461234204
