targets	p_val_ttest_Day05_RepA_early	p_val_ttest_Day22_RepA_late	p_val_ttest_Day22_RepB_late	p_val_ttest_Day22_RepC_late	p_val_wil_Day05_RepA_early	p_val_wil_Day22_RepA_late	p_val_wil_Day22_RepB_late	p_val_wil_Day22_RepC_late	fdr_vals_ttest_Day05_RepA_early	fdr_vals_ttest_Day22_RepA_late	fdr_vals_ttest_Day22_RepB_late	fdr_vals_ttest_Day22_RepC_late	fdr_vals_wil_Day05_RepA_early	fdr_vals_wil_Day22_RepA_late	fdr_vals_wil_Day22_RepB_late	fdr_vals_wil_Day22_RepC_late
ACSL3_ACSL4	0.8514842499698401	0.14780585464942358	0.1991963952432387	0.9870295860006997	0.8521027212704065	0.18326516153908298	0.1011398414211128	0.8926075174405266	0.9400094077909273	0.31849378721528515	0.39762071143514705	0.9918443644689958	0.9529487545152212	0.34571999337958875	0.2362223053599687	0.9497786600865108
ACTA2_ACTG2	0.1850639947288771	0.01729729797598998	0.14960992436184425	0.5467529327652689	0.1341205502949093	0.00243677408115357	0.13247582445751357	0.3957631009456917	0.41081016071280907	0.08606314692764172	0.3292697053262812	0.7128550895547178	0.347970193460344	0.018591683730282794	0.2812675576016895	0.5669485312573888
ACTL6A_ACTL6B	0.11354993868885575	0.04596531884870882	0.22204410048564205	0.010033308810789242	0.1942092100356269	0.0308324880295435	0.303402279769967	0.002111803985129663	0.3178164044823952	0.1615845679664508	0.4251030176583854	0.05496972380379213	0.43018384158429185	0.1051571611603636	0.49446890532130694	0.013680239652097817
ACTL7A_ACTL7B	0.9045345485421803	0.05946792298462885	2.8921971930222917e-4	0.7351068002421879	0.9720906814193206	0.03899965788399135	4.3009781394497864e-4	0.6769309309599358	0.965461746112379	0.19005850496845755	0.006747429889468007	0.8536189450388428	0.9885148092122255	0.1247504584487922	0.005091962624865839	0.8072890490279614
ACTRT1_ACTRT2	0.40947096064872524	0.02181038412199823	0.05694694081580619	0.5009322651316905	0.3887234482241259	0.01577615449986072	0.10963693362464341	0.7480302956876872	0.6549970400562412	0.10023231197977883	0.17049239137445896	0.6754004066615431	0.6152280618139324	0.06552193199538928	0.2471029357404436	0.8525937409064874
ACVR2A_ACVR2B	0.7081829964035072	0.813542740522277	0.5266905773631885	0.600629298001487	0.7373919235490684	0.715743834153843	0.5423089373872625	0.7103665461030095	0.862208612642568	0.9068712367293781	0.7175810776244499	0.7562936148429482	0.8780504985613183	0.8377456240664298	0.7207460716243618	0.8286268884327291
ACVR1_ACVRL1	0.1921834683150681	0.07131320361846648	0.0258281456656616	0.9278592395161438	0.038873596594921914	0.17644516404994007	0.007241278912079786	0.8259569638659625	0.4176138657479328	0.20749321956785444	0.1085836327984957	0.9678743985682917	0.17514315951863807	0.33531092061150974	0.03516162220168899	0.8977647433428277
ADAMTS16_ADAMTS18	0.5187067256356608	0.5076216691032152	0.003037968746973466	0.37714353536738	0.6574877223327574	0.5568179714363398	0.0012542274505344278	0.3542272090069051	0.7201889179737125	0.6983955332723432	0.025860395118865044	0.5662650749685152	0.8289012900890332	0.7259778614929494	0.010092611516019223	0.5264010941115821
ADAMTS10_ADAMTS6	0.051187739330799335	0.8851257604502216	0.40368284150952205	0.2562530440040106	0.08947409833020861	0.5001691098858381	0.6943219209908528	0.034927110021849776	0.20629627849895563	0.9526431904532165	0.611460774639423	0.442853414973374	0.27124862039668707	0.6841622618624345	0.8399895800173678	0.10427514006523267
ADAP1_ADAP2	0.7981903523459498	0.9354681121138779	0.014301214371074228	0.2598538327102427	0.9968037736654213	0.73952037038083	0.002916793218383934	0.10301788220914	0.9104496820778829	0.9742488933036343	0.07328482986172366	0.44682712469373953	0.9971232539672724	0.8529742233955822	0.018776856343346575	0.2332053157701411
ADARB1_ADARB2	0.6890886885749238	0.25010376830998143	1.7469576731486243e-5	0.6870497270080147	0.7003492365642587	0.06461512052479705	1.3701003899794871e-4	0.3383897007195878	0.8479824960957844	0.44266504750165986	0.0013841280025716023	0.8171607607601099	0.8577404443058103	0.17286642633906743	0.0022400053994902727	0.516357617394334
ADCY5_ADCY6	0.008926637133797046	0.07162864816259175	0.21667529120872797	0.005613567291305331	0.0012861928990180005	0.0528981587604757	0.13845934477472807	1.4294715122139235e-4	0.08794839319466005	0.20764544677257737	0.419502913430432	0.03779068176499668	0.03010860649973956	0.15304804360474708	0.28927611585795115	0.002073740362789213
ADIPOR1_ADIPOR2	0.03601671351667808	0.09157896498898843	0.9756775329157283	4.4442277597364806e-5	0.028631535757059807	0.040923532337370346	0.7868444082334782	1.996551667407229e-5	0.1758161844653006	0.2330100870441117	0.9891219083692915	0.0018310218370114302	0.14910803958665392	0.1289028694418699	0.8886981482220165	5.272944147254989e-4
